node,networkEfficiency_before,ClusteringCoefficient_before,networkEfficiency_after,ClusteringCoefficient_after,connectivity_after,efficiency_change,clustering_change,efficiency_change_percentile,clustering_change_percentile,connectivity_after_percentile
US8293248-B2,0.197230574499739,0.2848666736292494,0.1975079792409441,0.2823992565066027,0.99812734082397,-0.0002774047412051,0.0024674171226467,0.13670411985018727,0.9616104868913857,0.5814606741573034
US9005602-B2,0.197230574499739,0.2848666736292494,0.1973882382567896,0.283723203562257,0.99812734082397,-0.0001576637570506,0.0011434700669924,0.2546816479400749,0.8258426966292135,0.5814606741573034
CN1826407-B,0.197230574499739,0.2848666736292494,0.1972288402304173,0.2845776855224572,0.99812734082397,1.7342693216237937e-06,0.0002889881067922,0.50187265917603,0.6367041198501873,0.5814606741573034
US6150170-A,0.197230574499739,0.2848666736292494,0.1972714159460527,0.2854011326792105,0.99812734082397,-4.084144631374964e-05,-0.000534459049961,0.398876404494382,0.4288389513108614,0.5814606741573034
US9005925-B2,0.197230574499739,0.2848666736292494,0.1971389734004708,0.2843864531135984,0.99812734082397,9.160109926814596e-05,0.0004802205156509,0.6638576779026217,0.6985018726591761,0.5814606741573034
WO2008021157-A1,0.197230574499739,0.2848666736292494,0.1975536207788556,0.2854011326792105,0.99812734082397,-0.0003230462791166,-0.000534459049961,0.08801498127340825,0.4288389513108614,0.5814606741573034
US7691389-B2,0.197230574499739,0.2848666736292494,0.197251455256242,0.2835449265547117,0.99812734082397,-2.0880756503055545e-05,0.0013217470745376,0.44288389513108617,0.8436329588014981,0.5814606741573034
US9101572-B2,0.197230574499739,0.2848666736292494,0.1976990701907118,0.2831180521015398,0.99625468164794,-0.0004684956909728,0.0017486215277096,0.0599250936329588,0.9044943820224719,0.11797752808988764
US9950059-B2,0.197230574499739,0.2848666736292494,0.1971814106380301,0.2854140959633359,0.99812734082397,4.916386170886189e-05,-0.0005474223340864,0.6086142322097379,0.35674157303370785,0.5814606741573034
US11103578-B2,0.197230574499739,0.2848666736292494,0.1966576164256885,0.284751251923004,0.99812734082397,0.0005729580740505,0.0001154217062454,0.9363295880149812,0.601123595505618,0.5814606741573034
WO2008156655-A3,0.197230574499739,0.2848666736292494,0.1973997103343875,0.2855982255592302,0.99812734082397,-0.0001691358346485,-0.0007315519299807,0.23220973782771537,0.22846441947565543,0.5814606741573034
US7384923-B2,0.197230574499739,0.2848666736292494,0.1971951337468386,0.2840699435431433,0.99812734082397,3.5440752900378625e-05,0.0007967300861061,0.5711610486891385,0.7827715355805244,0.5814606741573034
US11351243-B2,0.197230574499739,0.2848666736292494,0.1972643862704566,0.2845637482583364,0.99812734082397,-3.3811770717678824e-05,0.000302925370913,0.4157303370786517,0.6441947565543071,0.5814606741573034
WO2005049846-A3,0.197230574499739,0.2848666736292494,0.1974044125213746,0.2855982255592302,0.99812734082397,-0.0001738380216356,-0.0007315519299807,0.22659176029962547,0.22846441947565543,0.5814606741573034
US8425898-B2,0.197230574499739,0.2848666736292494,0.1970919580483655,0.285555915168503,0.99812734082397,0.0001386164513734,-0.0006892415392535,0.7509363295880149,0.2397003745318352,0.5814606741573034
EP780475-B1,0.197230574499739,0.2848666736292494,0.1971835625971147,0.2853237033334885,0.99812734082397,4.7011902624211066e-05,-0.000457029704239,0.6048689138576779,0.49625468164794007,0.5814606741573034
US8865153-B2,0.197230574499739,0.2848666736292494,0.1972719343923102,0.2863736696273572,0.99812734082397,-4.135989257128547e-05,-0.0015069959981077,0.3951310861423221,0.08333333333333333,0.5814606741573034
US8278093-B2,0.197230574499739,0.2848666736292494,0.1972411484162438,0.2836947090215673,0.99812734082397,-1.0573916504830194e-05,0.001171964607682,0.47191011235955055,0.8277153558052435,0.5814606741573034
US10166283-B2,0.197230574499739,0.2848666736292494,0.1971733501570826,0.2834053880990325,0.99812734082397,5.72243426563146e-05,0.0014612855302169,0.6264044943820225,0.8707865168539326,0.5814606741573034
US9566324-B2,0.197230574499739,0.2848666736292494,0.1970027279239764,0.2838988153538244,0.99812734082397,0.0002278465757625,0.000967858275425,0.8295880149812734,0.8052434456928839,0.5814606741573034
US7541038-B2,0.197230574499739,0.2848666736292494,0.197063340237723,0.28495969714507,0.99812734082397,0.0001672342620159,-9.302351582057832e-05,0.7846441947565543,0.5674157303370787,0.5814606741573034
US5840520-A,0.197230574499739,0.2848666736292494,0.1968164947001794,0.2856716422101673,0.99812734082397,0.0004140797995595,-0.0008049685809178,0.9063670411985019,0.1891385767790262,0.5814606741573034
EP2338510-A1,0.197230574499739,0.2848666736292494,0.1971858891657987,0.2854171800988772,0.99812734082397,4.4685333940225336e-05,-0.0005505064696277,0.601123595505618,0.350187265917603,0.5814606741573034
EP2332573-A1,0.197230574499739,0.2848666736292494,0.1972790820336113,0.2854011326792105,0.99812734082397,-4.850753387236617e-05,-0.000534459049961,0.3838951310861423,0.4288389513108614,0.5814606741573034
US9101653-B2,0.197230574499739,0.2848666736292494,0.1974419170622223,0.2825243346804613,0.99812734082397,-0.0002113425624833,0.0023423389487881,0.1900749063670412,0.954119850187266,0.5814606741573034
US11207398-B2,0.197230574499739,0.2848666736292494,0.1968809982967889,0.284477814128979,0.99812734082397,0.00034957620295,0.0003888595002703,0.8764044943820225,0.6779026217228464,0.5814606741573034
US9623095-B2,0.197230574499739,0.2848666736292494,0.1966438979556523,0.2853600947925513,0.99812734082397,0.0005866765440866,-0.0004934211633019,0.9400749063670412,0.4887640449438202,0.5814606741573034
US9005961-B2,0.197230574499739,0.2848666736292494,0.1971389734004714,0.2843864531135984,0.99812734082397,9.160109926759086e-05,0.0004802205156509,0.6610486891385767,0.6985018726591761,0.5814606741573034
US5716821-A,0.197230574499739,0.2848666736292494,0.195529549164016,0.2842755320208483,0.99625468164794,0.0017010253357229,0.0005911416084011,0.9906367041198502,0.7284644194756554,0.11797752808988764
US8475806-B2,0.197230574499739,0.2848666736292494,0.1970472023844383,0.2841780437739383,0.99812734082397,0.0001833721153006,0.0006886298553111,0.799625468164794,0.7490636704119851,0.5814606741573034
US8852611-B2,0.197230574499739,0.2848666736292494,0.19744253212018,0.2862141408092918,0.99812734082397,-0.000211957620441,-0.0013474671800424,0.1853932584269663,0.0945692883895131,0.5814606741573034
US10369216-B2,0.197230574499739,0.2848666736292494,0.1974948574597552,0.2876349943193221,0.99250936329588,-0.0002642829600162,-0.0027683206900726,0.149812734082397,0.024344569288389514,0.04588014981273408
EP2590676-B1,0.197230574499739,0.2848666736292494,0.1972442862022183,0.2854681388437776,0.99812734082397,-1.3711702479379806e-05,-0.0006014652145281,0.4606741573033708,0.3089887640449438,0.5814606741573034
US8604179-B2,0.197230574499739,0.2848666736292494,0.1976250958833637,0.2854011326792105,0.99812734082397,-0.0003945213836247,-0.000534459049961,0.0749063670411985,0.4288389513108614,0.5814606741573034
US7354909-B2,0.197230574499739,0.2848666736292494,0.1970891716012229,0.2825868737673906,0.99812734082397,0.000141402898516,0.0022797998618588,0.7546816479400749,0.9438202247191011,0.5814606741573034
US7566454-B2,0.197230574499739,0.2848666736292494,0.1971451963213918,0.285446269585429,0.99812734082397,8.537817834719519e-05,-0.0005795959561796,0.6554307116104869,0.3258426966292135,0.5814606741573034
WO2005028658-A2,0.197230574499739,0.2848666736292494,0.1972495298531618,0.2828370301151079,0.99812734082397,-1.8955353422889232e-05,0.0020296435141415,0.449438202247191,0.9241573033707865,0.5814606741573034
US8772022-B2,0.197230574499739,0.2848666736292494,0.197548725808858,0.2854011326792105,0.99812734082397,-0.000318151309119,-0.000534459049961,0.0945692883895131,0.4288389513108614,0.5814606741573034
US10857105-B2,0.197230574499739,0.2848666736292494,0.1970160042428136,0.2858012570626597,0.99812734082397,0.0002145702569253,-0.0009345834334102,0.8220973782771536,0.14794007490636704,0.5814606741573034
US7863041-B2,0.197230574499739,0.2848666736292494,0.1972221013489945,0.2854141278141568,0.99812734082397,8.47315074445354e-06,-0.0005474541849073,0.5299625468164794,0.3539325842696629,0.5814606741573034
US6261570-B1,0.197230574499739,0.2848666736292494,0.1969878121813013,0.2850484154020412,0.99812734082397,0.0002427623184377,-0.0001817417727917,0.8389513108614233,0.5430711610486891,0.5814606741573034
US7744900-B2,0.197230574499739,0.2848666736292494,0.1972790820336113,0.2854011326792105,0.99812734082397,-4.850753387236617e-05,-0.000534459049961,0.3838951310861423,0.4288389513108614,0.5814606741573034
US6280940-B1,0.197230574499739,0.2848666736292494,0.1974960649845157,0.2854011326792105,0.99812734082397,-0.0002654904847767,-0.000534459049961,0.14794007490636704,0.4288389513108614,0.5814606741573034
US6923971-B2,0.197230574499739,0.2848666736292494,0.1972343126295267,0.284250386406513,0.99812734082397,-3.738129787711486e-06,0.0006162872227364,0.49250936329588013,0.7397003745318352,0.5814606741573034
US9556110-B2,0.197230574499739,0.2848666736292494,0.1972297901410856,0.284355836511963,0.99812734082397,7.843586533606839e-07,0.0005108371172863,0.5,0.7059925093632958,0.5814606741573034
US6932971-B2,0.197230574499739,0.2848666736292494,0.1972641745702637,0.2846962514078462,0.99812734082397,-3.3600070524719694e-05,0.0001704222214032,0.41760299625468167,0.6217228464419475,0.5814606741573034
US7279165-B2,0.197230574499739,0.2848666736292494,0.1972666012346196,0.2828238614060305,0.99812734082397,-3.6026734880623135e-05,0.0020428122232188,0.4101123595505618,0.9269662921348315,0.5814606741573034
US10246686-B2,0.197230574499739,0.2848666736292494,0.1969723200566688,0.2826246178891804,0.99812734082397,0.0002582544430701,0.002242055740069,0.850187265917603,0.9382022471910112,0.5814606741573034
WO2003097090-A1,0.197230574499739,0.2848666736292494,0.1971567213574271,0.2854058292904818,0.99812734082397,7.385314231184159e-05,-0.0005391556612324,0.6404494382022472,0.3801498127340824,0.5814606741573034
US8106173-B2,0.197230574499739,0.2848666736292494,0.1972872542756633,0.2854011326792105,0.99812734082397,-5.667977592432871e-05,-0.000534459049961,0.36797752808988765,0.4288389513108614,0.5814606741573034
US7507411-B2,0.197230574499739,0.2848666736292494,0.1973455526818325,0.2851516271132122,0.99625468164794,-0.0001149781820935,-0.0002849534839627,0.3089887640449438,0.5299625468164794,0.11797752808988764
US8574593-B2,0.197230574499739,0.2848666736292494,0.1970184014891424,0.2842868110705779,0.99812734082397,0.0002121730105965,0.0005798625586715,0.8202247191011236,0.7256554307116105,0.5814606741573034
US7731951-B2,0.197230574499739,0.2848666736292494,0.1975031564010116,0.2854011326792105,0.99812734082397,-0.0002725819012726,-0.000534459049961,0.1404494382022472,0.4288389513108614,0.5814606741573034
US7785873-B2,0.197230574499739,0.2848666736292494,0.1972892892868326,0.2835372248849329,0.99812734082397,-5.871478709362776e-05,0.0013294487443165,0.36142322097378277,0.846441947565543,0.5814606741573034
US10117941-B2,0.197230574499739,0.2848666736292494,0.1974440400344712,0.2874413603722165,0.99625468164794,-0.0002134655347322,-0.002574686742967,0.18352059925093633,0.026217228464419477,0.11797752808988764
EP2039773-A1,0.197230574499739,0.2848666736292494,0.1973399347413844,0.2857763672007865,0.99812734082397,-0.0001093602416454,-0.000909693571537,0.3211610486891386,0.15636704119850187,0.5814606741573034
US8124747-B2,0.197230574499739,0.2848666736292494,0.1986735781897015,0.2870166107887155,0.99250936329588,-0.0014430036899625,-0.002149937159466,0.016853932584269662,0.04681647940074907,0.04588014981273408
US7153510-B1,0.197230574499739,0.2848666736292494,0.1972187394340525,0.2854220022299099,0.99812734082397,1.1835065686499611e-05,-0.0005553286006604,0.5430711610486891,0.3445692883895131,0.5814606741573034
US7628993-B2,0.197230574499739,0.2848666736292494,0.1975079792409449,0.2823992565066027,0.99812734082397,-0.0002774047412059,0.0024674171226467,0.1348314606741573,0.9616104868913857,0.5814606741573034
US7776523-B2,0.197230574499739,0.2848666736292494,0.1970617386091054,0.2845624048219542,0.99812734082397,0.0001688358906336,0.0003042688072952,0.7865168539325843,0.647003745318352,0.5814606741573034
US7803397-B2,0.197230574499739,0.2848666736292494,0.19728569273229,0.2855262108530692,0.99812734082397,-5.511823255099912e-05,-0.0006595372238197,0.37640449438202245,0.2556179775280899,0.5814606741573034
US5514539-A,0.197230574499739,0.2848666736292494,0.1983616043644656,0.2864760898644429,0.99438202247191,-0.0011310298647266,-0.0016094162351935,0.028089887640449437,0.07303370786516854,0.06367041198501873
US9895443-B2,0.197230574499739,0.2848666736292494,0.1974490144599583,0.2856542670786863,0.99812734082397,-0.0002184399602193,-0.0007875934494369,0.17415730337078653,0.19662921348314608,0.5814606741573034
US11534497-B2,0.197230574499739,0.2848666736292494,0.1971948848973324,0.2856713763293984,0.99812734082397,3.568960240654673e-05,-0.0008047027001489,0.5786516853932584,0.19194756554307116,0.5814606741573034
US8828961-B2,0.197230574499739,0.2848666736292494,0.1972406360962954,0.284708222516907,0.99812734082397,-1.0061596556448782e-05,0.0001584511123424,0.47752808988764045,0.6104868913857678,0.5814606741573034
US10064934-B2,0.197230574499739,0.2848666736292494,0.1964521924306092,0.2820145173989471,0.99812734082397,0.0007783820691297,0.0028521562303023,0.9550561797752809,0.9756554307116105,0.5814606741573034
US8999380-B2,0.197230574499739,0.2848666736292494,0.1918601587507442,0.2906284747949101,0.9812734082397004,0.0053704157489947,-0.0057618011656607,1.0,0.00749063670411985,0.013108614232209739
US6033895-A,0.197230574499739,0.2848666736292494,0.1973655478224428,0.2851509763314931,0.99812734082397,-0.0001349733227038,-0.0002843027022437,0.27715355805243447,0.5337078651685393,0.5814606741573034
US5851759-A,0.197230574499739,0.2848666736292494,0.1976154639142963,0.2854011326792105,0.99812734082397,-0.0003848894145573,-0.000534459049961,0.08052434456928839,0.4288389513108614,0.5814606741573034
US9968672-B2,0.197230574499739,0.2848666736292494,0.1975017000226851,0.2866519144177971,0.99812734082397,-0.0002711255229461,-0.0017852407885476,0.14232209737827714,0.060861423220973786,0.5814606741573034
US8017590-B1,0.197230574499739,0.2848666736292494,0.2096801856543366,0.2971236878479127,0.9288389513108616,-0.0124496111545976,-0.0122570142186632,0.003745318352059925,0.003745318352059925,0.003745318352059925
US7534772-B2,0.197230574499739,0.2848666736292494,0.1973433807805334,0.2836500382451892,0.99812734082397,-0.0001128062807944,0.0012166353840601,0.3146067415730337,0.8295880149812734,0.5814606741573034
US6669943-B1,0.197230574499739,0.2848666736292494,0.197180165118263,0.2838729860291126,0.99812734082397,5.040938147593543e-05,0.0009936876001367,0.6142322097378277,0.8146067415730337,0.5814606741573034
US8618275-B2,0.197230574499739,0.2848666736292494,0.197548725808858,0.2854011326792105,0.99812734082397,-0.000318151309119,-0.000534459049961,0.0945692883895131,0.4288389513108614,0.5814606741573034
US10925958-B2,0.197230574499739,0.2848666736292494,0.1968674683135178,0.2833617776509919,0.99812734082397,0.0003631061862211,0.0015048959782574,0.8857677902621723,0.8764044943820225,0.5814606741573034
WO2008083174-A3,0.197230574499739,0.2848666736292494,0.1987047379270747,0.285298172772965,0.9868913857677902,-0.0014741634273357,-0.0004314991437155,0.0149812734082397,0.5037453183520599,0.020599250936329586
CN102770161-A,0.197230574499739,0.2848666736292494,0.1973375982101076,0.2857138281138572,0.99812734082397,-0.0001070237103686,-0.0008471544846077,0.3295880149812734,0.17322097378277154,0.5814606741573034
US10513692-B2,0.197230574499739,0.2848666736292494,0.1973452014100264,0.2864642971570091,0.99812734082397,-0.0001146269102874,-0.0015976235277596,0.31179775280898875,0.07584269662921349,0.5814606741573034
US6730306-B1,0.197230574499739,0.2848666736292494,0.1975164065037143,0.2857763672007865,0.99812734082397,-0.0002858320039753,-0.000909693571537,0.12734082397003746,0.15636704119850187,0.5814606741573034
US9192661-B2,0.197230574499739,0.2848666736292494,0.1970957375393834,0.2856940339191752,0.99625468164794,0.0001348369603555,-0.0008273602899258,0.7490636704119851,0.1760299625468165,0.11797752808988764
US9770463-B2,0.197230574499739,0.2848666736292494,0.1969104809543939,0.2845374403990079,0.99812734082397,0.000320093545345,0.0003292332302415,0.8670411985018727,0.6610486891385767,0.5814606741573034
US7238481-B2,0.197230574499739,0.2848666736292494,0.1972273269341764,0.2845233519233809,0.99812734082397,3.2475655625252564e-06,0.0003433217058684,0.5093632958801498,0.6666666666666666,0.5814606741573034
US11484590-B2,0.197230574499739,0.2848666736292494,0.1968543133856372,0.2847432986933192,0.99812734082397,0.0003762611141017,0.0001233749359302,0.897003745318352,0.6039325842696629,0.5814606741573034
WO2015110656-A1,0.197230574499739,0.2848666736292494,0.1972790820336113,0.2854011326792105,0.99812734082397,-4.850753387236617e-05,-0.000534459049961,0.3838951310861423,0.4288389513108614,0.5814606741573034
US7731974-B2,0.197230574499739,0.2848666736292494,0.1973399347413844,0.2857763672007865,0.99812734082397,-0.0001093602416454,-0.000909693571537,0.3211610486891386,0.15636704119850187,0.5814606741573034
EP2484770-A1,0.197230574499739,0.2848666736292494,0.197117355964833,0.2854139767079365,0.99812734082397,0.0001132185349059,-0.0005473030786871,0.7050561797752809,0.36704119850187267,0.5814606741573034
US6146642-A,0.197230574499739,0.2848666736292494,0.1958127779403372,0.2862522451390925,0.99438202247191,0.0014177965594017,-0.001385571509843,0.9756554307116105,0.08801498127340825,0.06367041198501873
WO2003086280-A3,0.197230574499739,0.2848666736292494,0.1947135038121568,0.2867731636398346,0.99438202247191,0.0025170706875821,-0.0019064900105851,0.9943820224719101,0.052434456928838954,0.06367041198501873
US11291682-B2,0.197230574499739,0.2848666736292494,0.1970325334948384,0.2851688446420444,0.99812734082397,0.0001980410049005,-0.0003021710127949,0.8089887640449438,0.5243445692883895,0.5814606741573034
US9511135-B2,0.197230574499739,0.2848666736292494,0.1975162220489597,0.2856512890269278,0.99812734082397,-0.0002856475492207,-0.0007846153976783,0.12921348314606743,0.21161048689138576,0.5814606741573034
US6632640-B1,0.197230574499739,0.2848666736292494,0.1955965161666876,0.2852989592269653,0.99812734082397,0.0016340583330513,-0.0004322855977159,0.9868913857677902,0.5,0.5814606741573034
WO2005062820-A3,0.197230574499739,0.2848666736292494,0.1973500099560049,0.2854973466591018,0.99812734082397,-0.0001194354562659,-0.0006306730298523,0.3052434456928839,0.28558052434456926,0.5814606741573034
US6586409-B1,0.197230574499739,0.2848666736292494,0.1992925148015938,0.2831155964220898,0.9850187265917604,-0.0020619403018548,0.0017510772071596,0.00749063670411985,0.9063670411985019,0.016853932584269662
US6969609-B1,0.197230574499739,0.2848666736292494,0.1973545884228616,0.2854011326792105,0.99812734082397,-0.0001240139231226,-0.000534459049961,0.2958801498127341,0.4288389513108614,0.5814606741573034
US10716846-B2,0.197230574499739,0.2848666736292494,0.1968742976803322,0.2860994165054599,0.99812734082397,0.0003562768194067,-0.0012327428762105,0.8801498127340824,0.10112359550561797,0.5814606741573034
WO2013113736-A1,0.197230574499739,0.2848666736292494,0.197117355964833,0.2854139767079365,0.99812734082397,0.0001132185349059,-0.0005473030786871,0.7050561797752809,0.36704119850187267,0.5814606741573034
CN103608033-B,0.197230574499739,0.2848666736292494,0.1973958514837749,0.2854011326792105,0.99812734082397,-0.0001652769840359,-0.000534459049961,0.23782771535580524,0.4288389513108614,0.5814606741573034
WO2006080946-A3,0.197230574499739,0.2848666736292494,0.1973096540390313,0.285436869300313,0.99812734082397,-7.907953929237044e-05,-0.0005701956710635,0.3445692883895131,0.3333333333333333,0.5814606741573034
US9433670-B2,0.197230574499739,0.2848666736292494,0.1971227629709737,0.2852728704618709,0.99812734082397,0.0001078115287652,-0.0004061968326214,0.6882022471910112,0.5074906367041199,0.5814606741573034
WO2003072720-A3,0.197230574499739,0.2848666736292494,0.1971477764174984,0.2854836018048315,0.99812734082397,8.279808224054275e-05,-0.0006169281755821,0.6460674157303371,0.29775280898876405,0.5814606741573034
US10494613-B2,0.197230574499739,0.2848666736292494,0.1973452014100264,0.2864642971570091,0.99812734082397,-0.0001146269102874,-0.0015976235277596,0.31179775280898875,0.07584269662921349,0.5814606741573034
EP2762165-A2,0.197230574499739,0.2848666736292494,0.1971843893552664,0.2854555144939316,0.99812734082397,4.618514447257693e-05,-0.0005888408646821,0.602996254681648,0.31835205992509363,0.5814606741573034
US7662397-B2,0.197230574499739,0.2848666736292494,0.1971867972688104,0.2856470926812681,0.99812734082397,4.377723092852115e-05,-0.0007804190520186,0.5973782771535581,0.21910112359550563,0.5814606741573034
US9512456-B2,0.197230574499739,0.2848666736292494,0.1983629339762456,0.2831033410124345,0.9775280898876404,-0.0011323594765066,0.0017633326168149,0.026217228464419477,0.9082397003745318,0.010299625468164793
US8663653-B2,0.197230574499739,0.2848666736292494,0.197548725808858,0.2854011326792105,0.99812734082397,-0.000318151309119,-0.000534459049961,0.0945692883895131,0.4288389513108614,0.5814606741573034
WO2011015347-A1,0.197230574499739,0.2848666736292494,0.1977015287238449,0.2862508841817403,0.99625468164794,-0.0004709542241058,-0.0013842105524908,0.056179775280898875,0.0898876404494382,0.11797752808988764
WO2021160036-A1,0.197230574499739,0.2848666736292494,0.1973904382730339,0.2854011326792105,0.99812734082397,-0.0001598637732949,-0.000534459049961,0.250936329588015,0.4288389513108614,0.5814606741573034
WO2009042794-A3,0.197230574499739,0.2848666736292494,0.1972407595619779,0.2843089321967661,0.99812734082397,-1.018506223898763e-05,0.0005577414324833,0.4756554307116105,0.7191011235955056,0.5814606741573034
US6451592-B1,0.197230574499739,0.2848666736292494,0.1970646936040202,0.2845724319835685,0.99812734082397,0.0001658808957187,0.0002942416456809,0.7827715355805244,0.6423220973782772,0.5814606741573034
WO2007044024-A2,0.197230574499739,0.2848666736292494,0.1972702194759053,0.2828370301151079,0.99812734082397,-3.96449761663753e-05,0.0020296435141415,0.4044943820224719,0.9241573033707865,0.5814606741573034
US7501134-B2,0.197230574499739,0.2848666736292494,0.196870572179709,0.2860265235485038,0.99812734082397,0.0003600023200299,-0.0011598499192543,0.8838951310861424,0.11142322097378277,0.5814606741573034
US7968101-B2,0.197230574499739,0.2848666736292494,0.1967975839971349,0.2827069348731346,0.99812734082397,0.000432990502604,0.0021597387561148,0.9119850187265918,0.9363295880149812,0.5814606741573034
US8715940-B2,0.197230574499739,0.2848666736292494,0.1970671866791335,0.285391648533458,0.99812734082397,0.0001633878206054,-0.0005249749042086,0.7771535580524345,0.4812734082397004,0.5814606741573034
EP1604688-A1,0.197230574499739,0.2848666736292494,0.1965058161660473,0.2853942347471242,0.99625468164794,0.0007247583336916,-0.0005275611178747,0.951310861423221,0.4794007490636704,0.11797752808988764
US10633422-B2,0.197230574499739,0.2848666736292494,0.1969929896460798,0.283155867170927,0.99625468164794,0.0002375848536591,0.0017108064583224,0.8333333333333334,0.900749063670412,0.11797752808988764
US6153421-A,0.197230574499739,0.2848666736292494,0.1984019553592146,0.2833059189648161,0.99250936329588,-0.0011713808594756,0.0015607546644333,0.024344569288389514,0.8820224719101124,0.04588014981273408
US8128938-B1,0.197230574499739,0.2848666736292494,0.1970130250166817,0.2830782523075496,0.99812734082397,0.0002175494830572,0.0017884213216998,0.8239700374531835,0.9101123595505618,0.5814606741573034
US9439956-B2,0.197230574499739,0.2848666736292494,0.1971227629709737,0.2852728704618709,0.99812734082397,0.0001078115287652,-0.0004061968326214,0.6882022471910112,0.5074906367041199,0.5814606741573034
US9107939-B2,0.197230574499739,0.2848666736292494,0.1971398102777983,0.2855043757304917,0.99812734082397,9.076422194068123e-05,-0.0006377021012423,0.6573033707865169,0.27153558052434457,0.5814606741573034
EP1820853-A2,0.197230574499739,0.2848666736292494,0.1972523511653542,0.2856793097866559,0.99812734082397,-2.1776665615258484e-05,-0.0008126361574064,0.43820224719101125,0.18445692883895132,0.5814606741573034
US9974845-B2,0.197230574499739,0.2848666736292494,0.1971963908733196,0.2841742908048075,0.99812734082397,3.4183626419381774e-05,0.0006923828244419,0.5692883895131086,0.7537453183520599,0.5814606741573034
US8597661-B2,0.197230574499739,0.2848666736292494,0.1974419170622223,0.2825243346804613,0.99812734082397,-0.0002113425624833,0.0023423389487881,0.1900749063670412,0.954119850187266,0.5814606741573034
US10183074-B2,0.197230574499739,0.2848666736292494,0.1972909402978077,0.2835283962848981,0.99812734082397,-6.0365798068701126e-05,0.0013382773443513,0.35767790262172283,0.8548689138576779,0.5814606741573034
US6951754-B2,0.197230574499739,0.2848666736292494,0.1972889139097605,0.2853245494289917,0.99625468164794,-5.833941002156284e-05,-0.0004578757997422,0.36329588014981273,0.4943820224719101,0.11797752808988764
US8715640-B2,0.197230574499739,0.2848666736292494,0.1975461846791172,0.2859376009737203,0.99625468164794,-0.0003156101793782,-0.0010709273444708,0.10112359550561797,0.13202247191011235,0.11797752808988764
EP1801209-A1,0.197230574499739,0.2848666736292494,0.1979686072143525,0.2859376009737203,0.99625468164794,-0.0007380327146135,-0.0010709273444708,0.035580524344569285,0.13202247191011235,0.11797752808988764
US11497807-B2,0.197230574499739,0.2848666736292494,0.1967435277346052,0.2845745184458641,0.99812734082397,0.0004870467651337,0.0002921551833853,0.9213483146067416,0.6404494382022472,0.5814606741573034
US9394234-B2,0.197230574499739,0.2848666736292494,0.1970866764847674,0.2831575392911518,0.99812734082397,0.0001438980149715,0.0017091343380976,0.7565543071161048,0.898876404494382,0.5814606741573034
US10682406-B2,0.197230574499739,0.2848666736292494,0.1971733501570826,0.2834053880990325,0.99812734082397,5.72243426563146e-05,0.0014612855302169,0.6264044943820225,0.8707865168539326,0.5814606741573034
US6495143-B2,0.197230574499739,0.2848666736292494,0.1972762971465358,0.2847054813952254,0.99812734082397,-4.572264679683635e-05,0.000161192234024,0.3895131086142322,0.6198501872659176,0.5814606741573034
US10709779-B2,0.197230574499739,0.2848666736292494,0.1962679937169724,0.2818937225931345,0.99625468164794,0.0009625807827665,0.0029729510361149,0.9644194756554307,0.9794007490636704,0.11797752808988764
US9801897-B2,0.197230574499739,0.2848666736292494,0.1970831799671793,0.2855484889710321,0.99812734082397,0.0001473945325596,-0.0006818153417826,0.7621722846441947,0.24531835205992508,0.5814606741573034
US7723094-B2,0.197230574499739,0.2848666736292494,0.1984041248262374,0.2870952483394344,0.9868913857677902,-0.0011735503264984,-0.002228574710185,0.02247191011235955,0.04119850187265917,0.020599250936329586
WO2005047458-A2,0.197230574499739,0.2848666736292494,0.1974518661239194,0.2856929817515473,0.99812734082397,-0.0002212916241804,-0.0008263081222978,0.17228464419475656,0.17790262172284643,0.5814606741573034
US9139554-B2,0.197230574499739,0.2848666736292494,0.1976442983132982,0.2876476485952137,0.9906367041198502,-0.0004137238135592,-0.0027809749659642,0.06741573033707865,0.02247191011235955,0.03277153558052434
US7572628-B2,0.197230574499739,0.2848666736292494,0.1972945792471931,0.2854171800988772,0.99812734082397,-6.400474745418827e-05,-0.0005505064696277,0.3539325842696629,0.350187265917603,0.5814606741573034
US9267114-B2,0.197230574499739,0.2848666736292494,0.197204069918012,0.2853953627386516,0.99625468164794,2.650458172692716e-05,-0.0005286891094021,0.5580524344569289,0.4756554307116105,0.11797752808988764
US7432079-B2,0.197230574499739,0.2848666736292494,0.1977341064501271,0.2825541423271037,0.99625468164794,-0.0005035319503881,0.0023125313021457,0.05056179775280899,0.947565543071161,0.11797752808988764
US8187607-B2,0.197230574499739,0.2848666736292494,0.1972857626465922,0.2835334422788687,0.99812734082397,-5.518814685326334e-05,0.0013332313503807,0.37265917602996257,0.849250936329588,0.5814606741573034
EP2650368-A1,0.197230574499739,0.2848666736292494,0.1972872542756633,0.2854011326792105,0.99812734082397,-5.667977592432871e-05,-0.000534459049961,0.36797752808988765,0.4288389513108614,0.5814606741573034
US10117920-B2,0.197230574499739,0.2848666736292494,0.1971622272457212,0.2841363883278806,0.99812734082397,6.834725401777542e-05,0.0007302853013688,0.6329588014981273,0.7640449438202247,0.5814606741573034
US6475780-B1,0.197230574499739,0.2848666736292494,0.1970424923487289,0.2867591242811045,0.99812734082397,0.00018808215101,-0.001892450651855,0.8033707865168539,0.054307116104868915,0.5814606741573034
