SourcePatent,CitedPatent
US11510407-B2,US7419952-B2
US11510407-B2,US7422861-B2
US11510407-B2,US7452858-B2
US11510407-B2,US7462592-B2
US11510407-B2,US7504436-B2
US11510407-B2,US7608621-B2
US11510407-B2,US7696161-B2
US11510407-B2,US7696240-B2
US11510407-B2,US7700549-B2
US11510407-B2,US7704756-B2
US11510407-B2,US7736909-B2
US11510407-B2,US7737145-B2
US11510407-B2,US7740861-B2
US11510407-B2,US7772397-B2
US11510407-B2,US7834144-B2
US11510407-B2,US7838726-B2
US11510407-B2,US7897612-B2
US11510407-B2,US8026210-B2
US11510407-B2,US8114830-B2
US11510407-B2,US8163567-B2
US11510407-B2,US8263550-B2
US11510407-B2,US8280405-B2
US11510407-B2,US8324208-B2
US11510407-B2,US8334239-B2
US11510407-B2,US8445632-B2
US11510407-B2,US8455504-B2
US11510407-B2,US8461300-B2
US11510407-B2,US8486370-B2
US11510407-B2,US8501958-B2
US11510407-B2,US8524663-B2
US11510407-B2,US8557834-B2
US11510407-B2,US8569303-B2
US11510407-B2,US8580275-B2
US11510407-B2,US8603756-B2
US11510407-B2,US8673842-B2
US11510407-B2,US8716242-B2
US11510407-B2,US8772255-B2
US11510407-B2,US8815884-B2
US11510407-B2,US8828413-B2
US11510407-B2,US8895695-B2
US11510407-B2,US8940331-B2
US11510407-B2,US8946149-B2
US11510407-B2,US8951962-B2
US11510407-B2,US8952127-B2
US11510407-B2,US9006392-B2
US11510407-B2,US9073977-B2
US11510407-B2,US9107959-B2
US11510407-B2,US9155702-B2
US11510407-B2,US9233162-B2
US11510407-B2,US9248109-B2
US11510407-B2,US9315509-B2
US11510407-B2,US9315548-B2
US11510407-B2,US9346821-B2
US11510407-B2,US9364449-B2
US11510407-B2,US9376381-B2
US11510407-B2,US9458199-B2
US11510407-B2,US9458449-B2
US11510407-B2,US9986733-B2
US11510407-B2,US10694739-B2
US11510407-B2,US44613-E
US11510407-B2,WO2013043669-A1
US11510407-B2,WO2013110374-A1
US11510407-B2,WO2013158600-A1
US11510407-B2,WO2013177241-A1
US11510407-B2,WO2013185124-A1
US11510407-B2,WO2014006041-A1
US11510407-B2,WO2014057484-A1
US11510407-B2,WO2014144871-A1
US11510407-B2,WO2014159937-A1
US11510407-B2,WO2014194073-A1
US11510407-B2,WO2015011633-A1
US11510407-B2,WO2015023715-A1
US11510407-B2,WO2015044679-A1
US11510407-B2,WO2015051921-A1
US11510407-B2,WO2015096873-A1
US11510407-B2,WO2015140807-A1
US11510407-B2,WO2015153560-A1
US11510407-B2,WO2016020437-A1
US11510407-B2,WO2016059609-A1
US11510407-B2,WO2010014940-A2
US11510407-B2,WO2014082948-A2
US11510407-B2,WO2014169087-A2
US11510407-B2,WO2017066454-A3
LU92845-B1,EP2614829-A1
LU92845-B1,US20150087541-A1
US2018273904-A1,US20050118144-A1
US2018273904-A1,US20080226726-A1
EP3356517-A4,US20060141620-A1
EP3356517-A4,US20140342394-A1
EP3356517-A4,US20150132847-A1
EP3356517-A4,US7449306-B2
EP3356512-B1,US20120089238-A1
US11047847-B2,US20070275363-A1
US11047847-B2,US20090076584-A1
US11047847-B2,US20150076584-A1
US11047847-B2,US20150079584-A1
US11047847-B2,US20150377861-A1
US11047847-B2,JP2007515949-A
US11047847-B2,JP2015510391-A
US11047847-B2,JP2014033626-A1
US11047847-B2,JP2015167521-A1
US11047847-B2,US4734372-A
US11047847-B2,US20120089238-A1
US11047847-B2,US20170307598-A1
US11047847-B2,US20190106673-A1
US11047847-B2,WO2015112624-A1
US11047847-B2,WO2016064648-A1
US11047847-B2,WO2017059171-A1
US11047847-B2,WO2018027023-A1
US11047847-B2,WO2018071354-A1
US11047847-B2,WO2018071797-A1
US11047847-B2,WO2018081425-A1
US11047847-B2,WO2019028131-A1
US11047847-B2,WO2019152767-A1
US11047847-B2,WO2005050200-A2
US11047847-B2,WO2013096741-A2
US2018258404-A1,WO2014197934-A1
EP3350313-A4,EP2718422-A2
EP3350313-A4,WO2015173425-A1
CN110582564-A,CN1413250-A
CN110582564-A,CN102216445-A
CN110582564-A,CN104204191-A
CN110582564-A,EP2718422-A2
CN110582564-A,WO2014127170-A1
CN108348554-A,CN101861386-A
CN108348554-A,EP3059308-A1
US2018245050-A1,US20160304838-A1
US2018245050-A1,WO2011077894-A1
EP3344264-A4,WO2015056756-A1
US10815460-B2,US20160304838-A1
US10815460-B2,WO2011077894-A1
US10815460-B2,US20110305672-A1
US10815460-B2,US20130157368-A1
US10815460-B2,US20140363888-A1
US10815460-B2,WO2013094771-A1
US10815460-B2,WO2014197934-A1
US10815460-B2,WO2015056756-A1
US10815460-B2,WO2015130935-A1
US10815460-B2,WO2010042669-A2
US10815460-B2,WO2014182885-A2
US2020377860-A1,US20140308695-A1
CN108348554-B,CN101861386-A
CN108348554-B,EP3059308-A1
EP3344264-B1,US5585089-A
EP3344264-B1,WO2015056756-A1
US10934529-B2,WO2003040235-A1
US10934529-B2,WO2014117146-A1
US10934529-B2,WO2014180970-A1
US10934529-B2,WO2015157732-A1
US10934529-B2,WO2009099555-A2
EP3344753-B1,WO2003040235-A1
EP3344753-B1,WO2014117146-A1
EP3344753-B1,WO2015157732-A1
EP3344753-B1,WO2009099555-A2
EP3344753-B1,WO2009099555-A3
EP3344753-B1,WO2014117146-A8
US11229910-B2,US20030138941-A1
US11229910-B2,US20040229349-A1
US11229910-B2,US20070074972-A1
US11229910-B2,US20110143964-A1
US11229910-B2,US20110262906-A1
US11229910-B2,US20130190212-A1
US11229910-B2,US10087408-B2
US11229910-B2,EP471293-A
US11229910-B2,US5135875-A
US11229910-B2,US20080020401-A1
US11229910-B2,US20110294140-A1
US11229910-B2,US20120091235-A1
US11229910-B2,US20120288875-A1
US11229910-B2,US20140248621-A1
US11229910-B2,US20150343444-A1
US11229910-B2,US6767706-B2
US11229910-B2,US7993851-B2
US11229910-B2,WO2012154729-A1
US11229910-B2,WO2014210339-A1
US11229910-B2,WO2015002975-A1
US11229910-B2,WO2017024044-A1
EP3326661-A4,US20110150823-A1
EP3326661-A4,WO2013158508-A1
EP3326661-A4,WO2007124023-A2
EP3326661-B1,US20110150823-A1
EP3326661-B1,US20120089238-A1
EP3326661-B1,WO2013158508-A1
EP3326661-B1,WO2007124023-A2
US2018179509-A1,US20090074803-A1
US10550379-B2,US20090074803-A1
US10550379-B2,GB2212511-B
US10550379-B2,US20100041092-A1
US10550379-B2,US6210962-B1
US10550379-B2,WO1989004669-A
US2020239866-A1,US20180195085-A1
US2020239866-A1,WO2015195961-A1
EP3313863-B1,US4338397-A
EP3313863-B1,US4425437-A
EP3313863-B1,US4431739-A
EP3313863-B1,US4663161-A
EP3313863-B1,US4871488-A
EP3313863-B1,US4945050-A
EP3313863-B1,US5036006-A
EP3313863-B1,US5100792-A
EP3313863-B1,US5135855-A
EP3313863-B1,US5139941-A
EP3313863-B1,US5173414-A
EP3313863-B1,US5179022-A
EP3313863-B1,US5219740-A
EP3313863-B1,US5371015-A
EP3313863-B1,US5399346-A
EP3313863-B1,US5478744-A
EP3313863-B1,US5580859-A
EP3313863-B1,US5589466-A
EP3313863-B1,US5676950-A
EP3313863-B1,US5789245-A
EP3313863-B1,US5831005-A
EP3313863-B1,US5843723-A
EP3313863-B1,US5877278-A
EP3313863-B1,US5977301-A
EP3313863-B1,US20100041092-A1
EP3313863-B1,WO1989003429-A
EP3313863-B1,WO1990011092-A
EP3313863-B1,WO1991012882-A
EP3313863-B1,WO1992001070-A
EP3313863-B1,WO1992003545-A
EP3313863-B1,WO1993003769-A1
EP3313863-B1,WO1994026911-A1
EP3313863-B1,WO1995007995-A2
EP3313863-B1,WO2000061772-A2
EP3313863-B1,WO1996017072-A3
EP3313863-B1,WO2001081609-A3
EP3313863-B1,WO2002099035-A3
EP3313863-B1,WO2002080982-A9
US2018187160-A1,US20130031645-A1
US11021686-B2,US20130031645-A1
US11021686-B2,WO2011053690-A1
US11021686-B2,WO2014044646-A1
US11021686-B2,WO2014124527-A1
US11021686-B2,WO2015052143-A1
US11021686-B2,WO2015140257-A1
EP3310901-B1,WO2015052143-A1
US11299714-B2,US20040132184-A1
US11299714-B2,WO2015054383-A1
US11299714-B2,US20140094388-A1
US11299714-B2,US6218182-B1
US11299714-B2,US6979308-B1
US11299714-B2,US7198940-B2
US11299714-B2,US7604987-B2
US11299714-B2,US8492140-B2
US11299714-B2,WO2013184527-A1
US11299714-B2,WO2014085933-A1
US11299714-B2,WO2014201254-A1
US11299714-B2,WO2015061907-A1
US11299714-B2,WO2015084168-A1
US10900018-B2,US20130055417-A1
US10900018-B2,WO2012143401-A1
CN108700590-B,CN102483369-A
CN108700590-B,CN104254772-A
CN108700590-B,CN104254901-A
CN108700590-B,US5308977-A
CN108700590-B,US5828062-A
US11239066-B2,US20120149009-A1
US11239066-B2,WO2013098642-A3
US11239066-B2,CA2527886-A1
US11239066-B2,CA2876731-A1
US11239066-B2,CA2882003-A1
US11239066-B2,CN1672238-A
US11239066-B2,CN101073137-A
US11239066-B2,CN101170043-A
US11239066-B2,CN101178381-A
US11239066-B2,CN101223625-A
US11239066-B2,CN101288146-A
US11239066-B2,CN101372502-A
US11239066-B2,CN101413905-A
US11239066-B2,CN101490524-A
US11239066-B2,CN101657158-A
US11239066-B2,CN101819179-A
US11239066-B2,CN101871914-A
US11239066-B2,CN102026709-A
US11239066-B2,CN102121921-A
US11239066-B2,CN102137618-A
US11239066-B2,CN102164675-A
US11239066-B2,CN102169791-A
US11239066-B2,CN102264404-A
US11239066-B2,CN102367424-A
US11239066-B2,CN102445544-A
US11239066-B2,CN102483369-A
US11239066-B2,CN102768236-A
US11239066-B2,CN102800553-A
US11239066-B2,CN102879453-A
US11239066-B2,CN102924993-A
US11239066-B2,CN102928610-A
US11239066-B2,CN103295873-A
US11239066-B2,CN103335984-A
US11239066-B2,CN103426712-A
US11239066-B2,CN103456595-A
US11239066-B2,CN103597574-A
US11239066-B2,CN103748233-A
US11239066-B2,CN103764812-A
US11239066-B2,CN104062348-A
US11239066-B2,CN104254772-A
US11239066-B2,CN104254901-A
US11239066-B2,CN104284984-A
US11239066-B2,CN104582616-A
US11239066-B2,CN201266145-Y
US11239066-B2,EP169469-A
US11239066-B2,EP437358-A
US11239066-B2,EP1855306-A1
US11239066-B2,EP3265817-A1
US11239066-B2,EP3266035-A1
US11239066-B2,EP1730519-B1
US11239066-B2,EP3265818-B1
US11239066-B2,GB2425178-A
US11239066-B2,GB2491486-A
US11239066-B2,GB2420008-B
US11239066-B2,JP03001435-A
US11239066-B2,JP07085834-A
US11239066-B2,JP07130325-A
US11239066-B2,JP10247472-A
US11239066-B2,JP10302710-A
US11239066-B2,JP11064283-A
US11239066-B2,JP63243864-A
US11239066-B2,JP2000180413-A
US11239066-B2,JP2001183345-A
US11239066-B2,JP2002170518-A
US11239066-B2,JP2004264043-A
US11239066-B2,JP2005205181-A
US11239066-B2,JP2006329710-A
US11239066-B2,JP2007051934-A
US11239066-B2,JP2007170870-A
US11239066-B2,JP2007218916-A
US11239066-B2,JP2010169454-A
US11239066-B2,JP2014515831-A
US11239066-B2,JP2015503109-A
US11239066-B2,JP2015504160-A
US11239066-B2,JP2000097913-A1
US11239066-B2,KR2002013544-A
US11239066-B2,KR2010106336-A
US11239066-B2,US3479545-A
US11239066-B2,US3770954-A
US11239066-B2,US4408125-A
US11239066-B2,US4835383-A
US11239066-B2,US4845367-A
US11239066-B2,US4883958-A
US11239066-B2,US4935624-A
US11239066-B2,US5033541-A
US11239066-B2,US5053343-A
US11239066-B2,US5210412-A
US11239066-B2,US5257991-A
US11239066-B2,US5308977-A
US11239066-B2,US5374755-A
US11239066-B2,US5454274-A
US11239066-B2,US5509916-A
US11239066-B2,US5559326-A
US11239066-B2,US5663561-A
US11239066-B2,US5696352-A
US11239066-B2,US5800597-A
US11239066-B2,US5828062-A
US11239066-B2,US5830214-A
US11239066-B2,US5836909-A
US11239066-B2,US5969352-A
US11239066-B2,US5989015-A
US11239066-B2,US6032673-A
US11239066-B2,US20020008871-A1
US11239066-B2,US20020070338-A1
US11239066-B2,US20020076824-A1
US11239066-B2,US20030001084-A1
US11239066-B2,US20030008404-A1
US11239066-B2,US20030015657-A1
US11239066-B2,US20030042412-A1
US11239066-B2,US20030080278-A1
US11239066-B2,US20030119193-A1
US11239066-B2,US20030135222-A1
US11239066-B2,US20030136918-A1
US11239066-B2,US20030193023-A1
US11239066-B2,US20040007673-A1
US11239066-B2,US20040079881-A1
US11239066-B2,US20040124352-A1
US11239066-B2,US20040197899-A1
US11239066-B2,US20040217274-A1
US11239066-B2,US20040235395-A1
US11239066-B2,US20050017091-A1
US11239066-B2,US20050032471-A1
US11239066-B2,US20050061779-A1
US11239066-B2,US20050067565-A1
US11239066-B2,US20050072916-A1
US11239066-B2,US20050074361-A1
US11239066-B2,US20050077644-A1
US11239066-B2,US20050124986-A1
US11239066-B2,US20050138861-A1
US11239066-B2,US20050154490-A1
US11239066-B2,US20050159765-A1
US11239066-B2,US20050178962-A1
US11239066-B2,US20050178975-A1
US11239066-B2,US20050179366-A1
US11239066-B2,US20050230611-A1
US11239066-B2,US20050230634-A1
US11239066-B2,US20050230635-A1
US11239066-B2,US20050258358-A1
US11239066-B2,US20050269518-A1
US11239066-B2,US20050274885-A1
US11239066-B2,US20060035570-A1
US11239066-B2,US20060054806-A1
US11239066-B2,US20060091308-A1
US11239066-B2,US20060097084-A1
US11239066-B2,US20060108539-A1
US11239066-B2,US20060113463-A1
US11239066-B2,US20060122593-A1
US11239066-B2,US20060138321-A1
US11239066-B2,US20060145089-A1
US11239066-B2,US20060186334-A1
US11239066-B2,US20060250138-A1
US11239066-B2,US20060255264-A1
US11239066-B2,US20070023631-A1
US11239066-B2,US20070023677-A1
US11239066-B2,US20070094389-A1
US11239066-B2,US20070114388-A1
US11239066-B2,US20070114394-A1
US11239066-B2,US20070114437-A1
US11239066-B2,US20070176092-A1
US11239066-B2,US20070176113-A1
US11239066-B2,US20070181802-A1
US11239066-B2,US20080001081-A1
US11239066-B2,US20080015278-A1
US11239066-B2,US20080042056-A1
US11239066-B2,US20080067352-A1
US11239066-B2,US20080073503-A1
US11239066-B2,US20080073512-A1
US11239066-B2,US20080132890-A1
US11239066-B2,US20080149822-A1
US11239066-B2,US20080172075-A1
US11239066-B2,US20080173809-A1
US11239066-B2,US20080234579-A1
US11239066-B2,US20080312651-A1
US11239066-B2,US20090065714-A1
US11239066-B2,US20090082637-A1
US11239066-B2,US20090088772-A1
US11239066-B2,US20090126891-A1
US11239066-B2,US20090159790-A1
US11239066-B2,US20090272893-A1
US11239066-B2,US20090294660-A1
US11239066-B2,US20090302211-A1
US11239066-B2,US20100012830-A1
US11239066-B2,US20100072359-A1
US11239066-B2,US20100078550-A1
US11239066-B2,US20100101304-A1
US11239066-B2,US20100176290-A1
US11239066-B2,US20100186524-A1
US11239066-B2,US20100229263-A1
US11239066-B2,US20110036978-A1
US11239066-B2,US20110049352-A1
US11239066-B2,US20110059554-A1
US11239066-B2,US20110066147-A1
US11239066-B2,US20110087308-A1
US11239066-B2,US20110121173-A1
US11239066-B2,US20110295250-A1
US11239066-B2,US20120018628-A1
US11239066-B2,US20120043460-A1
US11239066-B2,US20120048264-A1
US11239066-B2,US20120074306-A1
US11239066-B2,US20120079894-A1
US11239066-B2,US20120080592-A1
US11239066-B2,US20120085649-A1
US11239066-B2,US20120119079-A1
US11239066-B2,US20120141789-A1
US11239066-B2,US20120156712-A1
US11239066-B2,US20120201846-A1
US11239066-B2,US20120295276-A1
US11239066-B2,US20120308555-A1
US11239066-B2,US20130123919-A1
US11239066-B2,US20130178845-A1
US11239066-B2,US20130181126-A1
US11239066-B2,US20130303846-A1
US11239066-B2,US20140039480-A1
US11239066-B2,US20140151547-A1
US11239066-B2,US20140268134-A1
US11239066-B2,US20140276775-A1
US11239066-B2,US20140291506-A1
US11239066-B2,US20140297201-A1
US11239066-B2,US20140299577-A1
US11239066-B2,US20140303449-A1
US11239066-B2,US20140326865-A1
US11239066-B2,US20140336456-A1
US11239066-B2,US20140350534-A1
US11239066-B2,US20140353488-A1
US11239066-B2,US20140353489-A1
US11239066-B2,US20150021469-A1
US11239066-B2,US20150048255-A1
US11239066-B2,US20150087003-A1
US11239066-B2,US20150144782-A1
US11239066-B2,US20150192590-A1
US11239066-B2,US20150201913-A1
US11239066-B2,US20150340215-A1
US11239066-B2,US20160002696-A1
US11239066-B2,US20160133450-A1
US11239066-B2,US20160215322-A1
US11239066-B2,US20160247668-A1
US11239066-B2,US20160341712-A1
US11239066-B2,US20160372313-A1
US11239066-B2,US20170103880-A1
US11239066-B2,US20180047551-A1
US11239066-B2,US20180047555-A1
US11239066-B2,US20180053644-A1
US11239066-B2,US20180136091-A1
US11239066-B2,US20180254177-A1
US11239066-B2,US20180256239-A1
US11239066-B2,US6333632-B1
US11239066-B2,US6348688-B1
US11239066-B2,US6998622-B1
US11239066-B2,US7247845-B1
US11239066-B2,US7828948-B1
US11239066-B2,US7960711-B1
US11239066-B2,US8431409-B1
US11239066-B2,US6825464-B2
US11239066-B2,US7238936-B2
US11239066-B2,US7329253-B2
US11239066-B2,US7335897-B2
US11239066-B2,US7365309-B2
US11239066-B2,US7517348-B2
US11239066-B2,US7564028-B2
US11239066-B2,US7718958-B2
US11239066-B2,US7947039-B2
US11239066-B2,US8156151-B2
US11239066-B2,US8193487-B2
US11239066-B2,US8232520-B2
US11239066-B2,US8253098-B2
US11239066-B2,US8286260-B2
US11239066-B2,US8314382-B2
US11239066-B2,US8334504-B2
US11239066-B2,US8448493-B2
US11239066-B2,US8481922-B2
US11239066-B2,US8778695-B2
US11239066-B2,US8803085-B2
US11239066-B2,US8834462-B2
US11239066-B2,US8970840-B2
US11239066-B2,US8980577-B2
US11239066-B2,US9046448-B2
US11239066-B2,US9053914-B2
US11239066-B2,US9082603-B2
US11239066-B2,US9120083-B2
US11239066-B2,US9255907-B2
US11239066-B2,US9281174-B2
US11239066-B2,US9287100-B2
US11239066-B2,US9709529-B2
US11239066-B2,US9731219-B2
US11239066-B2,US9947524-B2
US11239066-B2,US10077461-B2
US11239066-B2,US10186626-B2
US11239066-B2,US414-H
US11239066-B2,WO1997034534-A1
US11239066-B2,WO2001060265-A1
US11239066-B2,WO2010136887-A1
US11239066-B2,WO2011114902-A1
US11239066-B2,WO2012143737-A1
US11239066-B2,WO2012174437-A1
US11239066-B2,WO2013102670-A1
US11239066-B2,WO2013148162-A1
US11239066-B2,WO2014106165-A1
US11239066-B2,WO2014128629-A1
US11239066-B2,WO2014139018-A1
US11239066-B2,WO2014140601-A1
US11239066-B2,WO2014142926-A1
US11239066-B2,WO2014202828-A1
US11239066-B2,WO2015004457-A1
US11239066-B2,WO2015132579-A1
US11239066-B2,WO2016046748-A1
US11239066-B2,WO2016142674-A1
US11239066-B2,WO2016156615-A1
US11239066-B2,WO2008148557-A2
US11239066-B2,WO2010075265-A2
US11239066-B2,WO2012164312-A2
US11239066-B2,WO2013098645-A2
US11239066-B2,WO2018142091-A2
US11710627-B2,CA2339552-A1
US11710627-B2,CN1774627-A
US11710627-B2,EP2592420-A1
US11710627-B2,EP1225616-A2
US11710627-B2,EP1530721-A2
US11710627-B2,EP1650549-A2
US11710627-B2,GB2278952-A
US11710627-B2,GB2462190-A
US11710627-B2,GB2491484-A
US11710627-B2,GB2507298-A
US11710627-B2,JP2000149866-A
US11710627-B2,JP2008249563-A
US11710627-B2,US5015848-A
US11710627-B2,US20050255606-A1
US11710627-B2,US20060027744-A1
US11710627-B2,US20060038120-A1
US11710627-B2,US20080315087-A1
US11710627-B2,US20110012016-A1
US11710627-B2,US20120190055-A1
US11710627-B2,US20130306856-A1
US11710627-B2,US20140127734-A1
US11710627-B2,US20200144044-A1
US11710627-B2,US10867779-B2
US11710627-B2,WO2009070555-A1
US11710627-B2,WO2014167828-A1
CN107427537-A,CN1882950-A
CN107427537-A,CN101410507-A
CN107427537-A,CN101534747-A
CN107427537-A,CN101864451-A
CN107427537-A,CN102388127-A
CN107427537-A,CN103468634-A
CN107427537-A,CN104146794-A
CN107427537-A,CN106163581-A
CN107427537-A,WO2014168719-A1
CN107427537-A,WO2013096741-A2
EP3265104-A4,EP2762558-A1
EP3265104-A4,WO2002078439-A2
US11214768-B2,US20110270412-A1
US11214768-B2,US20130004469-A1
US11214768-B2,US20130030548-A1
US11214768-B2,CN101410507-A
US11214768-B2,CN101534747-A
US11214768-B2,CN106163581-A
US11214768-B2,EP2762558-A1
US11214768-B2,JP2009531067-W
US11214768-B2,US20120058174-A1
US11214768-B2,US20130280807-A1
US11214768-B2,US20150037445-A1
US11214768-B2,US9617519-B2
US11214768-B2,WO2012036225-A1
US11214768-B2,WO2014090993-A1
US11214768-B2,WO2014168719-A1
US11214768-B2,WO2016141137-A1
US11214768-B2,WO2002078439-A2
US11214768-B2,WO2007112192-A2
US11214768-B2,WO2008008229-A2
US11214768-B2,WO2013096741-A2
EP3234108-A4,WO2014197934-A1
CN114591884-A,CN101072868-A
CN114591884-A,US20130122536-A1
CN114591884-A,US20130122589-A1
CN114591884-A,US20140363888-A1
CN114591884-A,WO2012168167-A1
CN114591884-A,WO2010007031-A2
EP4130242-A1,WO2013094771-A1
EP4130242-A1,WO2014197934-A1
EP4130242-A1,US20120116568-A1
EP4130242-A1,US20130164339-A1
EP4130242-A1,US20140012407-A1
EP3224351-A1,WO2010011352-A2
US2017342385-A1,US20110191868-A1
US2017342385-A1,US20140243227-A1
US2017342385-A1,US8685726-B2
US2017342385-A1,WO2014066649-A1
EP3224351-B1,GB1421094-A
EP3224351-B1,US20140243227-A1
EP3224351-B1,WO2014066649-A1
EP3224351-B1,WO2009022907-A2
EP3224351-B1,WO2010011352-A2
EP3224351-B1,WO2010016766-A2
EP3224351-B1,WO2010090513-A2
EP3224351-B1,WO2012014076-A2
EP3224351-B1,WO2010129294-A3
EP3224351-B1,WO2012168930-A3
EP3224351-B1,WO2012140274-A9
EP3950937-A1,US20140243227-A1
EP3950937-A1,WO2014066649-A1
EP3950937-A1,WO2010011352-A2
EP3950937-A1,WO2010129294-A2
EP3950937-A1,WO2009022907-A2
EP3950937-A1,WO2010016766-A2
EP3950937-A1,WO2010090513-A2
EP3950937-A1,WO2012014076-A2
EP3950937-A1,WO2012140274-A2
EP3950937-A1,WO2012168930-A2
WO2016083613-A3,WO2005040391-A1
WO2016083613-A3,WO2012168930-A2
WO2016083613-A3,WO2013093812-A2
US2017275592-A1,US20110191868-A1
US2017275592-A1,US20140243227-A1
US2017275592-A1,US8685726-B2
US2017275592-A1,WO2014066649-A1
WO2016085765-A1,US20110250585-A1
WO2016085765-A1,WO2013094771-A1
WO2016085765-A1,WO2009102983-A2
EP3223831-A4,WO2015014731-A1
EP3223831-B1,EP187371-A
EP3223831-B1,EP301777-A
EP3223831-B1,US4353888-A
EP3223831-B1,US4744933-A
EP3223831-B1,US4749620-A
EP3223831-B1,US4814274-A
EP3223831-B1,US5084350-A
EP3223831-B1,US5089272-A
EP3223831-B1,US20090047263-A1
EP3223831-B1,US20090068742-A1
EP3223831-B1,US20090191159-A1
EP3223831-B1,US20090227032-A1
EP3223831-B1,US20090246875-A1
EP3223831-B1,US20090304646-A1
EP3223831-B1,US6943172-B2
EP3223831-B1,US7029913-B2
EP3223831-B1,US7348339-B2
EP3223831-B1,US8647861-B2
EP3223831-B1,WO2057913-A
EP3223831-B1,WO2000007835-A1
EP3223831-B1,WO2011115308-A1
EP3223831-B1,WO2012011610-A1
EP3223831-B1,WO2013086486-A1
EP3223831-B1,WO2013086502-A1
EP3223831-B1,WO2013094771-A1
EP3223831-B1,WO2010009307-A2
EP3223831-B1,WO2012118799-A2
EP3223831-B1,WO2015138032-A2
EP3223831-B1,WO2015138034-A2
US11083754-B2,US20060019326-A1
US11083754-B2,US20100111908-A1
US11083754-B2,US20110082563-A1
US11083754-B2,US8809302-B2
US11083754-B2,WO2015014731-A1
US11083754-B2,US20110250585-A1
US11083754-B2,US8647861-B2
US11083754-B2,WO2012011610-A1
US11083754-B2,WO2013094771-A1
US11083754-B2,WO2009102983-A2
US11083754-B2,WO2015138032-A2
US11083754-B2,WO2015138034-A2
EP3215603-A4,WO2013123049-A1
EP3215603-A4,WO2010030964-A2
CN107208090-A,WO1993020239-A1
CN107208090-A,WO2000011220-A1
CN107208090-A,WO2002050305-A1
US10351819-B2,US4961154-A
US10351819-B2,US20130123988-A1
US10351819-B2,US20130344601-A1
US10351819-B2,US20160046072-A1
US10351819-B2,CN102114275-B
US10351819-B2,US5545367-A
US10351819-B2,US6001297-A
US10351819-B2,US20020061472-A1
US10351819-B2,US20050169962-A1
US10351819-B2,US20060100734-A1
US10351819-B2,US20070259156-A1
US10351819-B2,US20080113293-A1
US10351819-B2,US20100197013-A1
US10351819-B2,US20110033887-A1
US10351819-B2,US20110086375-A1
US10351819-B2,US20110260365-A1
US10351819-B2,US20120216304-A1
US10351819-B2,US20120241740-A1
US10351819-B2,US20130337066-A1
US10351819-B2,US20140126239-A1
US10351819-B2,US20140193900-A1
US10351819-B2,US7219016-B2
US10351819-B2,WO2012071477-A2
US10351819-B2,WO2014197622-A2
US2016060707-A1,US20060019256-A1
EP3186365-A4,EP2765140-A2
EP3186365-A4,US20050260639-A1
EP3186365-A4,US7901680-B2
CN106574242-A,WO2014082096-A1
US2017198261-A1,EP2019858-A2
CN106574242-B,WO2014082096-A1
EP3158056-B1,WO2014082096-A1
US11180734-B2,EP2019858-B1
US11180734-B2,US6107540-A
US11180734-B2,US20070003541-A1
US11180734-B2,US20100330047-A1
US11180734-B2,US20140165220-A1
US11180734-B2,US8642339-B2
US11180734-B2,WO2014082096-A1
CN106536707-A,CN102015003-A
CN106536707-A,US20100249491-A1
CN106536707-A,WO2001068800-A1
CN106536707-A,WO2012104437-A1
CN106536707-B,CN102015003-A
CN106536707-B,US20100249491-A1
CN106536707-B,WO2001068800-A1
CN106536707-B,WO2012104437-A1
US10683476-B2,US20020106625-A1
US10683476-B2,US20100249491-A1
US10683476-B2,US20140030762-A1
WO2015183920-A3,US20120196312-A1
WO2015183920-A3,WO2011139628-A1
WO2015183920-A3,WO2010090513-A2
WO2015183920-A3,WO2011140441-A2
CN106661548-A,CN102439135-A
CN106661548-A,CN103154237-A
CN106661548-A,CN103561751-A
CN106661548-A,US20120196312-A1
CN106661548-A,WO2010090513-A2
CN106661548-A,WO2011140441-A2
US10174289-B2,CN105985395-A
US10174289-B2,EP3228306-A1
US10174289-B2,KR2006114355-A
US10174289-B2,US5942435-A
US10174289-B2,US20030129751-A1
US10174289-B2,US20050266554-A1
US10174289-B2,US20060236415-A1
US10174289-B2,US20070238169-A1
US10174289-B2,US20070239083-A1
US10174289-B2,US20090263357-A1
US10174289-B2,US20100151568-A1
US10174289-B2,US20110151564-A1
US10174289-B2,US20120071451-A1
US10174289-B2,US20120196312-A1
US10174289-B2,US20130031645-A1
US10174289-B2,US20130115673-A1
US10174289-B2,US20130316442-A1
US10174289-B2,US20140038279-A1
US10174289-B2,US20140044713-A1
US10174289-B2,US20140193905-A1
US10174289-B2,US20140212910-A1
US10174289-B2,US20140243227-A1
US10174289-B2,US20140273210-A1
US10174289-B2,US20140302491-A1
US10174289-B2,US20140308695-A1
US10174289-B2,US20140336282-A1
US10174289-B2,US20150017140-A1
US10174289-B2,US20150197802-A1
US10174289-B2,US20150201588-A1
US10174289-B2,US20150238656-A1
US10174289-B2,US20150330970-A1
US10174289-B2,US20150343018-A1
US10174289-B2,US20150361393-A1
US10174289-B2,US20160002602-A1
US10174289-B2,US20160022873-A1
US10174289-B2,US20160060707-A1
US10174289-B2,US20160068805-A1
US10174289-B2,US20160101133-A1
US10174289-B2,US20160102289-A1
US10174289-B2,US20160122722-A1
