PatentFamily,PatentNumber,CitedPatents
WO2013086486-A1;US2015004077-A1;US2016145554-A1;US9725687-B2;US2019106665-A1;US10954482-B2;US2021388301-A1;US11773359-B2;US2023348831-A1,US11773359-B2,US20110086382-A1;DE2431918-A;EA200601901-A1;EA8075-B1;EP539383-A1;EP637996-A1;EP637997-A1;EP823483-A1;EP1820846-A1;ES2287351-T3;FR1598245-A;FR2786783-A1;GB863707-A;JP04152885-A;JP2001521789-A1;JP2005514971-A1;JP2007501633-A1;RU2301677-C1;RU2168174-C2;US3300386-A;US3313290-A;US3722504-A;US3941662-A;US3948732-A;US4225671-A;US4436824-A;US4446229-A;US4537860-A;US4610878-A;US4629686-A;US4650766-A;US4673650-A;US4720462-A;US4734372-A;US4737455-A;US4749654-A;US4835102-A;US4839280-A;US4851354-A;US4929542-A;US4940853-A;US5002890-A;US5043260-A;US5108926-A;US5160490-A;US5217899-A;US5290684-A;US5316905-A;US5348879-A;US5486335-A;US5496697-A;US5498392-A;US5587128-A;US5612188-A;US5637469-A;US5726026-A;US5744366-A;US5750329-A;US5820769-A;US5900160-A;US5906828-A;US6048723-A;US6054277-A;US6133030-A;US20020129813-A1;US20020146817-A1;US20020173033-A1;US20030021792-A1;US20030082795-A1;US20030096405-A1;US20030175824-A1;US20040034435-A1;US20040132166-A1;US20040248318-A1;US20050032205-A1;US20050169962-A1;US20050221269-A1;US20050266393-A1;US20050273995-A1;US20060019326-A1;US20060099116-A1;US20060154361-A1;US20060263336-A1;US20060270023-A1;US20070015273-A1;US20070015274-A1;US20070015275-A1;US20070020693-A1;US20070026519-A1;US20070037273-A1;US20070037275-A1;US20070037277-A1;US20070048727-A1;US20070122794-A1;US20070122896-A1;US20070144514-A1;US20070172943-A1;US20070207194-A1;US20070224677-A1;US20070243627-A1;US20070275435-A1;US20070275455-A1;US20070275882-A1;US20070281353-A1;US20080032380-A1;US20080064088-A1;US20080166794-A1;US20080166795-A1;US20080200343-A1;US20080233607-A1;US20080261288-A1;US20080318334-A1;US20090028755-A1;US20090074623-A1;US20090078614-A1;US20090131858-A1;US20090134235-A1;US20090220932-A1;US20100028850-A1;US20100041128-A1;US20100043494-A1;US20100129784-A1;US20100267136-A1;US20100294986-A1;US20100304355-A1;US20100323439-A1;US20110000482-A1;US20110027804-A1;US20110053207-A1;US20110071055-A1;US20110183312-A1;US20110229927-A1;US20110250585-A1;US20110269226-A1;US20110287469-A1;US20120003732-A1;US20120088693-A1;US20120135446-A1;US20120135452-A1;US20120199487-A1;US20120214189-A1;US20120318726-A1;US20120322097-A1;US20130059322-A1;US20130109594-A1;US6197575-B1;US6255106-B1;US6306644-B1;US6329195-B1;US6472202-B1;US6498010-B1;US6530370-B1;US6562616-B1;US6586235-B1;US6645432-B1;US6653124-B1;US7314718-B1;US7790028-B1;US6454924-B2;US6630801-B2;US6645759-B2;US6730516-B2;US6921253-B2;US6998265-B2;US7049057-B2;US7288405-B2;US7438856-B2;US7745209-B2;US7763456-B2;US7960166-B2;US7964078-B2;US7976795-B2;US7977089-B2;US7985336-B2;US8030061-B2;US8147562-B2;US8187863-B2;US8268152-B2;US8273572-B2;US8318479-B2;US8343740-B2;US8357528-B2;US8460546-B2;US8470589-B2;WO1982003227-A;WO1991002049-A;WO1992016826-A1;WO1993011498-A1;WO2003037042-A1;WO2003043675-A1;WO2005014175-A1;WO2005100537-A1;WO2005110408-A1;WO2006047758-A1;WO2012016711-A1;WO2012154729-A1;WO2012154834-A1;WO2013056019-A1;WO2008040015-A2;WO2008051265-A2;WO2009089189-A2;WO2010009307-A2;WO2010062911-A2;WO2011014674-A2;WO2012118799-A2;WO1999022781-A3;WO1999047922-A3;WO2003027223-A3;WO2003082145-A3;WO2004101743-A3;WO2007021343-A3;WO2010123594-A9
WO2013086486-A1;US2015004077-A1;US2016145554-A1;US9725687-B2;US2019106665-A1;US10954482-B2;US2021388301-A1;US11773359-B2;US2023348831-A1,US2023348831-A1,
WO2020051366-A1;US2021198613-A1;JP2022500021-W;IL281963-A,WO2020051366-A1,
WO2020051366-A1;US2021198613-A1;JP2022500021-W;IL281963-A,US2021198613-A1,
WO2020051366-A1;US2021198613-A1;JP2022500021-W;IL281963-A,JP2022500021-W,
WO2020051366-A1;US2021198613-A1;JP2022500021-W;IL281963-A,IL281963-A,
WO2018065887-A1;CA3039282-A1;IN201917012771-A;CN110036106-A;EP3523420-A1;US2019300846-A1;JP2019528795-W;HK40013342-A0;IN444188-B,WO2018065887-A1,
WO2018065887-A1;CA3039282-A1;IN201917012771-A;CN110036106-A;EP3523420-A1;US2019300846-A1;JP2019528795-W;HK40013342-A0;IN444188-B,CA3039282-A1,
WO2018065887-A1;CA3039282-A1;IN201917012771-A;CN110036106-A;EP3523420-A1;US2019300846-A1;JP2019528795-W;HK40013342-A0;IN444188-B,IN201917012771-A,
WO2018065887-A1;CA3039282-A1;IN201917012771-A;CN110036106-A;EP3523420-A1;US2019300846-A1;JP2019528795-W;HK40013342-A0;IN444188-B,CN110036106-A,CN104582747-A;CN105025942-A;CN105143883-A;CN105358675-A;US20150030544-A1;US20150196584-A1;WO2014065863-A1
WO2018065887-A1;CA3039282-A1;IN201917012771-A;CN110036106-A;EP3523420-A1;US2019300846-A1;JP2019528795-W;HK40013342-A0;IN444188-B,EP3523420-A1,
WO2018065887-A1;CA3039282-A1;IN201917012771-A;CN110036106-A;EP3523420-A1;US2019300846-A1;JP2019528795-W;HK40013342-A0;IN444188-B,US2019300846-A1,
WO2018065887-A1;CA3039282-A1;IN201917012771-A;CN110036106-A;EP3523420-A1;US2019300846-A1;JP2019528795-W;HK40013342-A0;IN444188-B,JP2019528795-W,
WO2018065887-A1;CA3039282-A1;IN201917012771-A;CN110036106-A;EP3523420-A1;US2019300846-A1;JP2019528795-W;HK40013342-A0;IN444188-B,HK40013342-A0,
WO2018065887-A1;CA3039282-A1;IN201917012771-A;CN110036106-A;EP3523420-A1;US2019300846-A1;JP2019528795-W;HK40013342-A0;IN444188-B,IN444188-B,
WO2019178073-A1;US2021008555-A1;EP3764883-A1;EP3764883-A4,WO2019178073-A1,
WO2019178073-A1;US2021008555-A1;EP3764883-A1;EP3764883-A4,US2021008555-A1,US20150004077-A1;US20180142196-A1
WO2019178073-A1;US2021008555-A1;EP3764883-A1;EP3764883-A4,EP3764883-A1,
WO2019178073-A1;US2021008555-A1;EP3764883-A1;EP3764883-A4,EP3764883-A4,US20100199750-A1;US20130295598-A1;US20140057311-A1;US20160130543-A1
US2020354663-A1;WO2020231833-A1;EP3966311-A1;US11840683-B2,US2020354663-A1,
US2020354663-A1;WO2020231833-A1;EP3966311-A1;US11840683-B2,WO2020231833-A1,CN105420106-A;CN107955783-A;CN107955786-A;CN108485975-A
US2020354663-A1;WO2020231833-A1;EP3966311-A1;US11840683-B2,EP3966311-A1,
US2020354663-A1;WO2020231833-A1;EP3966311-A1;US11840683-B2,US11840683-B2,US20080233607-A1;US20110159522-A1;US20110186165-A1;US20180298343-A1;WO2016207654-A1;CN105420106-A;CN108485975-A;CN107955783-B;CN107955786-B;WO2020231833-A1
WO2022051510-A2;US2022074924-A1;WO2022051510-A3,WO2022051510-A2,
WO2022051510-A2;US2022074924-A1;WO2022051510-A3,US2022074924-A1,
WO2022051510-A2;US2022074924-A1;WO2022051510-A3,WO2022051510-A3,
WO2019122291-A1;AU2018386536-A1;CA3086725-A1;KR2020104880-A;CN111670245-A;SG11202005063-A1;EP3728561-A1;US2020385661-A1;JP2021508442-W;EP3728561-B1;ES2921049-T3;EP4092108-A1;JP7256553-B2;IL275527-A;HK40077710-A0;KR2621919-B1,WO2019122291-A1,
WO2019122291-A1;AU2018386536-A1;CA3086725-A1;KR2020104880-A;CN111670245-A;SG11202005063-A1;EP3728561-A1;US2020385661-A1;JP2021508442-W;EP3728561-B1;ES2921049-T3;EP4092108-A1;JP7256553-B2;IL275527-A;HK40077710-A0;KR2621919-B1,AU2018386536-A1,
WO2019122291-A1;AU2018386536-A1;CA3086725-A1;KR2020104880-A;CN111670245-A;SG11202005063-A1;EP3728561-A1;US2020385661-A1;JP2021508442-W;EP3728561-B1;ES2921049-T3;EP4092108-A1;JP7256553-B2;IL275527-A;HK40077710-A0;KR2621919-B1,CA3086725-A1,
WO2019122291-A1;AU2018386536-A1;CA3086725-A1;KR2020104880-A;CN111670245-A;SG11202005063-A1;EP3728561-A1;US2020385661-A1;JP2021508442-W;EP3728561-B1;ES2921049-T3;EP4092108-A1;JP7256553-B2;IL275527-A;HK40077710-A0;KR2621919-B1,KR2020104880-A,
WO2019122291-A1;AU2018386536-A1;CA3086725-A1;KR2020104880-A;CN111670245-A;SG11202005063-A1;EP3728561-A1;US2020385661-A1;JP2021508442-W;EP3728561-B1;ES2921049-T3;EP4092108-A1;JP7256553-B2;IL275527-A;HK40077710-A0;KR2621919-B1,CN111670245-A,WO2014052835-A1;WO2017136462-A2
WO2019122291-A1;AU2018386536-A1;CA3086725-A1;KR2020104880-A;CN111670245-A;SG11202005063-A1;EP3728561-A1;US2020385661-A1;JP2021508442-W;EP3728561-B1;ES2921049-T3;EP4092108-A1;JP7256553-B2;IL275527-A;HK40077710-A0;KR2621919-B1,SG11202005063-A1,
WO2019122291-A1;AU2018386536-A1;CA3086725-A1;KR2020104880-A;CN111670245-A;SG11202005063-A1;EP3728561-A1;US2020385661-A1;JP2021508442-W;EP3728561-B1;ES2921049-T3;EP4092108-A1;JP7256553-B2;IL275527-A;HK40077710-A0;KR2621919-B1,EP3728561-A1,
WO2019122291-A1;AU2018386536-A1;CA3086725-A1;KR2020104880-A;CN111670245-A;SG11202005063-A1;EP3728561-A1;US2020385661-A1;JP2021508442-W;EP3728561-B1;ES2921049-T3;EP4092108-A1;JP7256553-B2;IL275527-A;HK40077710-A0;KR2621919-B1,US2020385661-A1,WO2013086329-A1;WO2017136462-A2
WO2019122291-A1;AU2018386536-A1;CA3086725-A1;KR2020104880-A;CN111670245-A;SG11202005063-A1;EP3728561-A1;US2020385661-A1;JP2021508442-W;EP3728561-B1;ES2921049-T3;EP4092108-A1;JP7256553-B2;IL275527-A;HK40077710-A0;KR2621919-B1,JP2021508442-W,
WO2019122291-A1;AU2018386536-A1;CA3086725-A1;KR2020104880-A;CN111670245-A;SG11202005063-A1;EP3728561-A1;US2020385661-A1;JP2021508442-W;EP3728561-B1;ES2921049-T3;EP4092108-A1;JP7256553-B2;IL275527-A;HK40077710-A0;KR2621919-B1,EP3728561-B1,
WO2019122291-A1;AU2018386536-A1;CA3086725-A1;KR2020104880-A;CN111670245-A;SG11202005063-A1;EP3728561-A1;US2020385661-A1;JP2021508442-W;EP3728561-B1;ES2921049-T3;EP4092108-A1;JP7256553-B2;IL275527-A;HK40077710-A0;KR2621919-B1,ES2921049-T3,
WO2019122291-A1;AU2018386536-A1;CA3086725-A1;KR2020104880-A;CN111670245-A;SG11202005063-A1;EP3728561-A1;US2020385661-A1;JP2021508442-W;EP3728561-B1;ES2921049-T3;EP4092108-A1;JP7256553-B2;IL275527-A;HK40077710-A0;KR2621919-B1,EP4092108-A1,WO2014052835-A1;WO2018052953-A1;WO2017136462-A2
WO2019122291-A1;AU2018386536-A1;CA3086725-A1;KR2020104880-A;CN111670245-A;SG11202005063-A1;EP3728561-A1;US2020385661-A1;JP2021508442-W;EP3728561-B1;ES2921049-T3;EP4092108-A1;JP7256553-B2;IL275527-A;HK40077710-A0;KR2621919-B1,JP7256553-B2,
WO2019122291-A1;AU2018386536-A1;CA3086725-A1;KR2020104880-A;CN111670245-A;SG11202005063-A1;EP3728561-A1;US2020385661-A1;JP2021508442-W;EP3728561-B1;ES2921049-T3;EP4092108-A1;JP7256553-B2;IL275527-A;HK40077710-A0;KR2621919-B1,IL275527-A,
WO2019122291-A1;AU2018386536-A1;CA3086725-A1;KR2020104880-A;CN111670245-A;SG11202005063-A1;EP3728561-A1;US2020385661-A1;JP2021508442-W;EP3728561-B1;ES2921049-T3;EP4092108-A1;JP7256553-B2;IL275527-A;HK40077710-A0;KR2621919-B1,HK40077710-A0,
WO2019122291-A1;AU2018386536-A1;CA3086725-A1;KR2020104880-A;CN111670245-A;SG11202005063-A1;EP3728561-A1;US2020385661-A1;JP2021508442-W;EP3728561-B1;ES2921049-T3;EP4092108-A1;JP7256553-B2;IL275527-A;HK40077710-A0;KR2621919-B1,KR2621919-B1,
WO2023028375-A1,WO2023028375-A1,
US2021108180-A1,US2021108180-A1,
WO2023104915-A1,WO2023104915-A1,
US2021324312-A1,US2021324312-A1,
KR2024003314-A,KR2024003314-A,
WO2024006796-A2,WO2024006796-A2,
WO2024006245-A1,WO2024006245-A1,
WO2023248527-A1;JP2024000178-A,WO2023248527-A1,
WO2023248527-A1;JP2024000178-A,JP2024000178-A,
WO2023246806-A1,WO2023246806-A1,
WO2023246838-A1,WO2023246838-A1,
WO2023248620-A1,WO2023248620-A1,
WO2023247007-A1,WO2023247007-A1,
WO2023247532-A1,WO2023247532-A1,
US2023416687-A1;KR2024002172-A,US2023416687-A1,
US2023416687-A1;KR2024002172-A,KR2024002172-A,
JP2023182825-A,JP2023182825-A,
CN117257952-A,CN117257952-A,
WO2023244669-A1,WO2023244669-A1,
WO2023242604-A1,WO2023242604-A1,
WO2023242130-A1,WO2023242130-A1,
US2023405066-A1,US2023405066-A1,
WO2023242426-A1,WO2023242426-A1,
WO2023241720-A1,WO2023241720-A1,
EP4293057-A1;WO2023242246-A1,EP4293057-A1,
EP4293057-A1;WO2023242246-A1,WO2023242246-A1,WO2021198139-A1;WO2021234414-A1;US10392474-B2
CN117224676-A,CN117224676-A,
KR2023168914-A,KR2023168914-A,
WO2023239483-A1,WO2023239483-A1,
WO2023240053-A2,WO2023240053-A2,
WO2023238939-A1,WO2023238939-A1,
EP4289929-A1;WO2023237436-A1,EP4289929-A1,
EP4289929-A1;WO2023237436-A1,WO2023237436-A1,US20210301247-A1;US20220169965-A1;WO2009146911-A2
WO2023235758-A1,WO2023235758-A1,
WO2023235828-A1,WO2023235828-A1,
WO2023235884-A1,WO2023235884-A1,
WO2023235551-A1,WO2023235551-A1,
WO2023235850-A1,WO2023235850-A1,
WO2023235568-A1,WO2023235568-A1,
US2023392145-A1;WO2023239609-A1,US2023392145-A1,
US2023392145-A1;WO2023239609-A1,WO2023239609-A1,
CN117143728-A,CN117143728-A,
KR2609283-B1,KR2609283-B1,
CN117143800-A,CN117143800-A,
CN117143802-A,CN117143802-A,
WO2023229286-A1;KR2023163924-A;KR2611044-B1,WO2023229286-A1,
WO2023229286-A1;KR2023163924-A;KR2611044-B1,KR2023163924-A,
WO2023229286-A1;KR2023163924-A;KR2611044-B1,KR2611044-B1,
WO2023230508-A2,WO2023230508-A2,
US2023381373-A1,US2023381373-A1,
WO2023226884-A1,WO2023226884-A1,
US2023383264-A1,US2023383264-A1,
WO2023230297-A1,WO2023230297-A1,
WO2023228908-A1,WO2023228908-A1,
CN117122618-A,CN117122618-A,
CN117106587-A,CN117106587-A,
CN117106699-A,CN117106699-A,
US2023374449-A1,US2023374449-A1,
WO2023224431-A1;KR2023162885-A,WO2023224431-A1,
WO2023224431-A1;KR2023162885-A,KR2023162885-A,
US2023374446-A1,US2023374446-A1,
CN117089521-A,CN117089521-A,
CN117085051-A,CN117085051-A,
CN117070440-A,CN117070440-A,
KR2023157657-A,KR2023157657-A,
CN117070360-A,CN117070360-A,
CN117070461-A,CN117070461-A,
WO2023217767-A2,WO2023217767-A2,
WO2023219434-A1;KR2023159813-A,WO2023219434-A1,
WO2023219434-A1;KR2023159813-A,KR2023159813-A,
WO2023218024-A1,WO2023218024-A1,
US2023364528-A1,US2023364528-A1,
WO2023220453-A2,WO2023220453-A2,
WO2023219499-A1;NL2031813-B1,WO2023219499-A1,
WO2023219499-A1;NL2031813-B1,NL2031813-B1,
CN117050877-A,CN117050877-A,
CN117051072-A,CN117051072-A,
CN117050934-A,CN117050934-A,
CN117018010-A,CN117018010-A,
CN117025537-A,CN117025537-A,
CN117036322-A,CN117036322-A,
CN117025529-A,CN117025529-A,
CN117025509-A,CN117025509-A,
CN117025513-A,CN117025513-A,
CN117025393-A,CN117025393-A,
CN117025532-A,CN117025532-A,
CN117025511-A,CN117025511-A,
CN117024569-A,CN117024569-A,
WO2023215881-A2;WO2023215881-A3,WO2023215881-A2,
WO2023215881-A2;WO2023215881-A3,WO2023215881-A3,
US2023358729-A1,US2023358729-A1,
WO2023215785-A1,WO2023215785-A1,
WO2023215423-A2;WO2023215423-A3,WO2023215423-A2,
WO2023215423-A2;WO2023215423-A3,WO2023215423-A3,
WO2023215428-A1,WO2023215428-A1,
EP4272764-A1;WO2023214353-A1,EP4272764-A1,
EP4272764-A1;WO2023214353-A1,WO2023214353-A1,
CN117004572-A,CN117004572-A,
CN116998475-A,CN116998475-A,
CN117004568-A,CN117004568-A,
CN116987669-A,CN116987669-A,
CN116987662-A,CN116987662-A,
CN116987670-A,CN116987670-A,
CN116983300-A,CN116983300-A,
WO2023212695-A2;WO2023212695-A3,WO2023212695-A2,
WO2023212695-A2;WO2023212695-A3,WO2023212695-A3,
KR2023151722-A,KR2023151722-A,
WO2023212046-A2;WO2023212046-A3,WO2023212046-A2,
WO2023212046-A2;WO2023212046-A3,WO2023212046-A3,
CN116973579-A,CN116973579-A,
CN116973188-A,CN116973188-A,
CN116948971-A,CN116948971-A,
CN116948954-A,CN116948954-A,
CN116948972-A,CN116948972-A,
CN116946994-A,CN116946994-A,
CN116948973-A,CN116948973-A,
CN116948974-A,CN116948974-A,
CN116948015-A,CN116948015-A,
WO2023205460-A1,WO2023205460-A1,
WO2023204640-A1;KR2023151483-A;KR2023150745-A,WO2023204640-A1,
WO2023204640-A1;KR2023151483-A;KR2023150745-A,KR2023151483-A,
WO2023204640-A1;KR2023151483-A;KR2023150745-A,KR2023150745-A,
CN116925969-A,CN116925969-A,
CN116925918-A,CN116925918-A,
CN116920263-A,CN116920263-A,
WO2023201047-A1,WO2023201047-A1,
WO2023199358-A1;IN202221022380-A,WO2023199358-A1,
WO2023199358-A1;IN202221022380-A,IN202221022380-A,
WO2023201046-A1,WO2023201046-A1,
US2023334683-A1,US2023334683-A1,
KR2023146377-A,KR2023146377-A,
WO2023199036-A1,WO2023199036-A1,
WO2023200843-A1,WO2023200843-A1,
RU2022110075-A,RU2022110075-A,
CN116875528-A,CN116875528-A,
CN116870005-A,CN116870005-A,
CN116878994-A,CN116878994-A,
CN116875637-A,CN116875637-A,
CN116875537-A,CN116875537-A,
CN116875461-A,CN116875461-A,
CN116875553-A,CN116875553-A,
WO2023195805-A2,WO2023195805-A2,
WO2023194370-A1;LU501820-B1,WO2023194370-A1,
WO2023194370-A1;LU501820-B1,LU501820-B1,
WO2023193080-A2,WO2023193080-A2,
WO2023196683-A1,WO2023196683-A1,
WO2023196349-A1,WO2023196349-A1,
WO2023194358-A1,WO2023194358-A1,
CN116855351-A,CN116855351-A,
CN116855440-A,CN116855440-A,
CN116855379-A,CN116855379-A,
CN116855441-A,CN116855441-A,
WO2023192663-A1,WO2023192663-A1,
WO2023191494-A1;KR2023140068-A,WO2023191494-A1,
WO2023191494-A1;KR2023140068-A,KR2023140068-A,
WO2023187217-A1,WO2023187217-A1,
WO2023188117-A1,WO2023188117-A1,
KR2023138786-A,KR2023138786-A,
WO2023192629-A1,WO2023192629-A1,
WO2023187771-A1,WO2023187771-A1,
US2023313146-A1,US2023313146-A1,
WO2023192934-A2;WO2023192934-A3,WO2023192934-A2,
WO2023192934-A2;WO2023192934-A3,WO2023192934-A3,
EP4252789-A1;WO2023186794-A1,EP4252789-A1,
EP4252789-A1;WO2023186794-A1,WO2023186794-A1,EP3913048-A1
CN116836916-A;CN116836916-B,CN116836916-A,
CN116836916-A;CN116836916-B,CN116836916-B,
CN116825206-A;CN116825206-B,CN116825206-A,
CN116825206-A;CN116825206-B,CN116825206-B,CN114480600-A;CN114864003-A;CN115232875-A;CN115798723-A;CN116004828-A;CN116246713-A;CN116259360-A;CN116474100-A;CN116612822-A;US20230160009-A1
CN116814548-A,CN116814548-A,
CN116808058-A,CN116808058-A,
CN116814427-A,CN116814427-A,
CN116814423-A,CN116814423-A,
CN116814551-A;CN116814551-B,CN116814551-A,
CN116814551-A;CN116814551-B,CN116814551-B,CN110317790-A;CN112266898-A;CN113025575-A;CN114292816-A;CN114317443-A;CN114317444-A;CN114891749-A;CN115094027-A;US20230257717-A1;WO2021260195-A1
WO2023183881-A2;WO2023183881-A3,WO2023183881-A2,
WO2023183881-A2;WO2023183881-A3,WO2023183881-A3,
WO2023180578-A1,WO2023180578-A1,
KR2583925-B1;WO2023244053-A1,KR2583925-B1,
KR2583925-B1;WO2023244053-A1,WO2023244053-A1,
CN116790482-A,CN116790482-A,
CN116790501-A,CN116790501-A,
CN116789843-A,CN116789843-A,
WO2023178320-A1,WO2023178320-A1,
WO2023175509-A1,WO2023175509-A1,
KR2582110-B1,KR2582110-B1,
WO2023173370-A1;CN116769695-A,WO2023173370-A1,
WO2023173370-A1;CN116769695-A,CN116769695-A,
US2023296874-A1;CN116774378-A,US2023296874-A1,
US2023296874-A1;CN116774378-A,CN116774378-A,
WO2023174506-A1,WO2023174506-A1,
CN116769715-A,CN116769715-A,
CN116778480-A,CN116778480-A,
CN116769714-A,CN116769714-A,
CN116769699-A,CN116769699-A,
CN116751734-A,CN116751734-A,
CN116751749-A;CN116751749-B,CN116751749-A,
CN116751749-A;CN116751749-B,CN116751749-B,CN110129270-A;CN111172111-A;CN113481162-A;CN114181886-A;CN115466727-A;CN116286655-A;US20230029554-A1
CN116751736-A,CN116751736-A,
WO2023172769-A2;WO2023172769-A3,WO2023172769-A2,
WO2023172769-A2;WO2023172769-A3,WO2023172769-A3,
WO2023172087-A1;KR2023133788-A,WO2023172087-A1,
WO2023172087-A1;KR2023133788-A,KR2023133788-A,
WO2023170065-A1;TW202337469-A,WO2023170065-A1,
WO2023170065-A1;TW202337469-A,TW202337469-A,
WO2023171702-A1,WO2023171702-A1,
CN116731954-A,CN116731954-A,
KR2023130498-A,KR2023130498-A,
KR2023130499-A,KR2023130499-A,
CN116731968-A,CN116731968-A,
CN116731955-A,CN116731955-A,
KR2577816-B1;WO2023239048-A1,KR2577816-B1,
KR2577816-B1;WO2023239048-A1,WO2023239048-A1,
CN116731859-A,CN116731859-A,
CN116716249-A,CN116716249-A,
CN116716236-A,CN116716236-A,
CN116716234-A,CN116716234-A,
WO2023167575-A1;KR2023131816-A,WO2023167575-A1,
WO2023167575-A1;KR2023131816-A,KR2023131816-A,
US2023279348-A1,US2023279348-A1,
US2023277729-A1,US2023277729-A1,
WO2023167563-A1;KR2023131450-A,WO2023167563-A1,
WO2023167563-A1;KR2023131450-A,KR2023131450-A,
DE102022000616-A1,DE102022000616-A1,
EP4239061-A1;WO2023166111-A1,EP4239061-A1,
EP4239061-A1;WO2023166111-A1,WO2023166111-A1,WO2016103269-A1;WO2021216846-A9;US4946778-A;US6080560-A;WO2008022759-A2
KR2574067-B1,KR2574067-B1,
CN116694570-A,CN116694570-A,
CN116687963-A,CN116687963-A,
CN116694561-A,CN116694561-A,
KR2573288-B1,KR2573288-B1,
KR2573391-B1,KR2573391-B1,
WO2023164242-A1,WO2023164242-A1,
WO2023161375-A1,WO2023161375-A1,
WO2023160671-A1;CN116694551-A,WO2023160671-A1,
WO2023160671-A1;CN116694551-A,CN116694551-A,
WO2023163983-A1,WO2023163983-A1,
WO2023161276-A1,WO2023161276-A1,
WO2023164605-A2;WO2023164605-A3,WO2023164605-A2,
WO2023164605-A2;WO2023164605-A3,WO2023164605-A3,
JP2023121191-A,JP2023121191-A,
US2023272320-A1,US2023272320-A1,
WO2023160492-A1;CN116676251-A,WO2023160492-A1,
WO2023160492-A1;CN116676251-A,CN116676251-A,
US2023272489-A1,US2023272489-A1,
WO2023162950-A1,WO2023162950-A1,
WO2023160777-A1,WO2023160777-A1,
CN116656611-A,CN116656611-A,
CN116656610-A,CN116656610-A,
US11739370-B1,US11739370-B1,
CN116656613-A,CN116656613-A,
CN116656600-A,CN116656600-A,
CN116640661-A,CN116640661-A,
CN116640733-A,CN116640733-A,
WO2023158627-A2;WO2023158627-A3,WO2023158627-A2,
WO2023158627-A2;WO2023158627-A3,WO2023158627-A3,
WO2023158839-A1,WO2023158839-A1,
WO2023156799-A1,WO2023156799-A1,
KR2023123704-A,KR2023123704-A,
WO2023156774-A1,WO2023156774-A1,
WO2023158114-A1;KR2023126264-A,WO2023158114-A1,
WO2023158114-A1;KR2023126264-A,KR2023126264-A,
WO2023158867-A1,WO2023158867-A1,
WO2023159044-A2;WO2023159044-A3,WO2023159044-A2,
WO2023159044-A2;WO2023159044-A3,WO2023159044-A3,
US2023265393-A1,US2023265393-A1,
WO2023159218-A2;WO2023159218-A3,WO2023159218-A2,
WO2023159218-A2;WO2023159218-A3,WO2023159218-A3,
EP4230233-A1;WO2023161769-A1,EP4230233-A1,
EP4230233-A1;WO2023161769-A1,WO2023161769-A1,US20130085079-A1;US20140274802-A1;US9688962-B2;WO2006097707-A2;WO2021100047-A1
EP4231016-A1;WO2023156638-A1,EP4231016-A1,
EP4231016-A1;WO2023156638-A1,WO2023156638-A1,WO2006118615-A2
CN116622503-A,CN116622503-A,
CN116622618-A,CN116622618-A,
CN116622616-A,CN116622616-A,
CN116622626-A,CN116622626-A,
CN116622635-A,CN116622635-A,
WO2023153614-A1;KR2023121232-A,WO2023153614-A1,
WO2023153614-A1;KR2023121232-A,KR2023121232-A,
WO2023151683-A1,WO2023151683-A1,
WO2023153737-A1;KR2023121683-A,WO2023153737-A1,
WO2023153737-A1;KR2023121683-A,KR2023121683-A,
WO2023154452-A1,WO2023154452-A1,
KR2023120112-A,KR2023120112-A,
CN116590235-A;CN116590235-B,CN116590235-A,
CN116590235-A;CN116590235-B,CN116590235-B,CN110317790-A;CN110408595-A;CN111876383-A;CN112266898-A;CN113755426-A;CN114181903-A;CN114292804-A;CN114480289-A;CN114958753-A;CN115449504-A;US20050106725-A1;US20210355450-A1;WO2023060764-A1
CN116590216-A,CN116590216-A,
CN116590377-A,CN116590377-A,
CN116590220-A,CN116590220-A,
CN116589560-A;CN116589560-B,CN116589560-A,
CN116589560-A;CN116589560-B,CN116589560-B,
CN116590149-A,CN116590149-A,
JP2023112417-A,JP2023112417-A,
CN116569916-A;CN116569916-B,CN116569916-A,
CN116569916-A;CN116569916-B,CN116569916-B,
US2023251245-A1,US2023251245-A1,
US2023250379-A1,US2023250379-A1,
KR2565767-B1,KR2565767-B1,
WO2023150319-A1,WO2023150319-A1,
WO2023150555-A1,WO2023150555-A1,
WO2023149407-A1,WO2023149407-A1,
WO2023149860-A1,WO2023149860-A1,
CN116555031-A;CN219951074-U,CN116555031-A,
CN116555031-A;CN219951074-U,CN219951074-U,
CN116555182-A,CN116555182-A,
CN116555165-A,CN116555165-A,
JP2023109518-A,JP2023109518-A,
CN116555166-A,CN116555166-A,
CN116536266-A,CN116536266-A,
CN116536264-A,CN116536264-A,
CN116539862-A,CN116539862-A,
CN116536265-A,CN116536265-A,
CN116530501-A,CN116530501-A,
CN116535728-A,CN116535728-A,
CN116530503-A,CN116530503-A,
WO2023144275-A1,WO2023144275-A1,
WO2023146058-A1;KR2023115208-A,WO2023146058-A1,
WO2023146058-A1;KR2023115208-A,KR2023115208-A,
WO2023146292-A1;KR2023116568-A;KR2593230-B1,WO2023146292-A1,
WO2023146292-A1;KR2023116568-A;KR2593230-B1,KR2023116568-A,
WO2023146292-A1;KR2023116568-A;KR2593230-B1,KR2593230-B1,
US2023241146-A1,US2023241146-A1,
WO2023143637-A1;CN116536259-A,WO2023143637-A1,
WO2023143637-A1;CN116536259-A,CN116536259-A,
WO2023146175-A1;KR2023116472-A,WO2023146175-A1,
